2017-07-20 15:36:49,042 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.qsgsoft:com.qsgsoft.pypestream:0.0.1-SNAPSHOT @ D:\eclipse_WebChatWidget\QAWebAutomationScripts\com.qsgsoft.pypestream\pom.xml.
2017-07-20 15:36:49,280 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.qsgsoft:com.qsgsoft.pypestream:0.0.1-SNAPSHOT @ D:\eclipse_WebChatWidget\QAWebAutomationScripts\com.qsgsoft.pypestream\pom.xml.
2017-07-20 15:36:51,842 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.pom
2017-07-20 15:36:51,843 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.pom
2017-07-20 15:36:52,228 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.pom
2017-07-20 15:36:52,229 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.pom
2017-07-20 15:36:52,505 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java/2.1.23/sauce_java-2.1.23.pom
2017-07-20 15:36:52,506 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java/2.1.23/sauce_java-2.1.23.pom
2017-07-20 15:36:52,893 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java/2.1.23/sauce_java-2.1.23.pom
2017-07-20 15:36:52,975 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java/2.1.23/sauce_java-2.1.23.pom
2017-07-20 15:36:53,240 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java_common/2.1.23/sauce_java_common-2.1.23.pom
2017-07-20 15:36:53,244 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java_common/2.1.23/sauce_java_common-2.1.23.pom
2017-07-20 15:36:53,614 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java_common/2.1.23/sauce_java_common-2.1.23.pom
2017-07-20 15:36:53,619 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_java_common/2.1.23/sauce_java_common-2.1.23.pom
2017-07-20 15:36:54,025 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/saucerest/1.0.32/saucerest-1.0.32.pom
2017-07-20 15:36:54,026 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/saucerest/1.0.32/saucerest-1.0.32.pom
2017-07-20 15:36:54,346 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/saucerest/1.0.32/saucerest-1.0.32.pom
2017-07-20 15:36:54,351 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/saucerest/1.0.32/saucerest-1.0.32.pom
2017-07-20 15:36:55,368 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.jar
2017-07-20 15:36:55,368 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.jar
2017-07-20 15:36:55,709 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.jar
2017-07-20 15:36:55,711 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/saucelabs/sauce_testng/2.1.23/sauce_testng-2.1.23.jar
